publish_date,weekday,week,slot,slot_job,brief_id,brief_file,output_file,working_h1,primary_query,content_type,status,drafted_on,reviewed_by,published_on,quality_passed_on,image_generated_on,notes
2026-09-24,Thu,03,C,audience piece,03C,briefs/2026-09-24-chinese-entity-social-media.md,output/chinese-entity-social-media.md,Do you need a Chinese entity to run social media in China?,chinese entity social media china,Audience,not_started,,,,,,
2026-09-25,Fri,03,D,vertical or teardown,03D,briefs/2026-09-25-camper-china-teardown.md,output/camper-china-teardown.md,Camper in China: 43K to 187K followers and a 31% sales lift. The full teardown.,china social media case study,Teardown,not_started,,,,,,
2026-09-28,Mon,04,A,the money question,04A,briefs/2026-09-28-china-social-media-package-includes.md,output/china-social-media-package-includes.md,What an entry-level China social media package actually includes,china social media package,Cost page,not_started,,,,,,
2026-09-29,Tue,04,B,platform depth,04B,briefs/2026-09-29-xiaohongshu-advertising-formats-costs.md,output/xiaohongshu-advertising-formats-costs.md,"Xiaohongshu ads: every format, what it costs, when it works",xiaohongshu advertising cost,Cluster guide,not_started,,,,,,
2026-10-01,Thu,04,C,audience piece,04C,briefs/2026-10-01-xiaohongshu-sensitive-words.md,output/xiaohongshu-sensitive-words.md,Sensitive words that get your Xiaohongshu posts hidden,xiaohongshu banned words,Audience,not_started,,,,,,
2026-10-02,Fri,04,D,vertical or teardown,04D,briefs/2026-10-02-food-beverage.md,output/food-beverage.md,Food and beverage marketing in China,food and beverage marketing china,Industry page,not_started,,,,,,
2026-10-05,Mon,05,A,the money question,05A,briefs/2026-10-05-wechat-marketing-cost.md,output/wechat-marketing-cost.md,"WeChat marketing cost: account, ads, mini program and WeCom",wechat marketing cost,Cost page,not_started,,,,,,
2026-10-06,Tue,05,B,platform depth,05B,briefs/2026-10-06-wechat-official-account-setup.md,output/wechat-official-account-setup.md,WeChat Official Account setup for foreign companies in 2026,wechat official account foreign company,Operational how-to,not_started,,,,,,
2026-10-08,Thu,05,C,audience piece,05C,briefs/2026-10-08-wechat-vs-xiaohongshu.md,output/wechat-vs-xiaohongshu.md,WeChat or Xiaohongshu: which one to launch on first,wechat vs xiaohongshu,Audience,not_started,,,,,,
2026-10-09,Fri,05,D,vertical or teardown,05D,briefs/2026-10-09-travel-hospitality.md,output/travel-hospitality.md,Travel and hospitality marketing in China,hotel marketing agency china,Industry page,not_started,,,,,,
2026-10-12,Mon,06,A,the money question,06A,briefs/2026-10-12-china-marketing-hidden-costs.md,output/china-marketing-hidden-costs.md,The hidden costs of China social media nobody puts in the proposal,china marketing hidden costs,Cost page,not_started,,,,,,
2026-10-13,Tue,06,B,platform depth,06B,briefs/2026-10-13-wechat-mini-program-cost.md,output/wechat-mini-program-cost.md,"Mini Programs: what they cost, what they do, who actually needs one",wechat mini program cost,Cluster guide,not_started,,,,,,
2026-10-15,Thu,06,C,audience piece,06C,briefs/2026-10-15-wechat-open-rate-benchmark.md,output/wechat-open-rate-benchmark.md,Your WeChat open rate is under 3%. Here is what is wrong.,wechat open rate benchmark,Audience,not_started,,,,,,
2026-10-16,Fri,06,D,vertical or teardown,06D,briefs/2026-10-16-b2b-china-social-teardown.md,output/b2b-china-social-teardown.md,Viessmann and iGuzzini: how two B2B brands built China social from zero,b2b china social media case study,Teardown,not_started,,,,,,
2026-10-19,Mon,07,A,the money question,07A,briefs/2026-10-19-china-kol-pricing.md,output/china-kol-pricing.md,"China KOL pricing in 2026: rates by tier, platform and category",china kol pricing,Cost page,not_started,,,,,,
2026-10-20,Tue,07,B,platform depth,07B,briefs/2026-10-20-douyin-marketing-cost.md,output/douyin-marketing-cost.md,Douyin marketing: what it costs and what a package should include,douyin marketing cost,Cluster guide,not_started,,,,,,
2026-10-22,Thu,07,C,audience piece,07C,briefs/2026-10-22-choose-china-social-platforms.md,output/choose-china-social-platforms.md,How to pick your first three China platforms,which china social media platform,Audience,not_started,,,,,,
2026-10-23,Fri,07,D,vertical or teardown,07D,briefs/2026-10-23-b2b-industrial.md,output/b2b-industrial.md,B2B and industrial marketing in China,b2b marketing agency china,Industry page,not_started,,,,,,
2026-10-26,Mon,08,A,the money question,08A,briefs/2026-10-26-kol-vs-koc-cost-roi.md,output/kol-vs-koc-cost-roi.md,KOL or KOC: what each one costs and what each one returns,kol vs koc cost,Cost page,not_started,,,,,,
2026-10-27,Tue,08,B,platform depth,08B,briefs/2026-10-27-douyin-advertising-formats.md,output/douyin-advertising-formats.md,"Douyin ads: formats, bidding and what actually converts",douyin advertising,Cluster guide,not_started,,,,,,
2026-10-29,Thu,08,C,audience piece,08C,briefs/2026-10-29-kol-campaign-no-roi.md,output/kol-campaign-no-roi.md,Your KOL campaign delivered views and no sales. Here is the fix.,kol campaign no roi,Audience,not_started,,,,,,
2026-10-30,Fri,08,D,vertical or teardown,08D,briefs/2026-10-30-double-11-social-countdown.md,output/double-11-social-countdown.md,Double 11 on Chinese social: the countdown for foreign brands,double 11 marketing,Timely,not_started,,,,,,
2026-11-02,Mon,09,A,the money question,09A,briefs/2026-11-02-china-social-media-agencies-compared.md,output/china-social-media-agencies-compared.md,China social media agencies compared: who publishes prices and who does not,best china social media agencies,Listicle,not_started,,,,,,
2026-11-03,Tue,09,B,platform depth,09B,briefs/2026-11-03-weibo-2026-worth-it.md,output/weibo-2026-worth-it.md,Weibo in 2026: who it still reaches and when it is worth the budget,is weibo still relevant,Cluster guide,not_started,,,,,,
2026-11-05,Thu,09,C,audience piece,09C,briefs/2026-11-05-china-market-entry-timeline.md,output/china-market-entry-timeline.md,China market entry on social: the realistic six-month timeline,china market entry timeline,Audience,not_started,,,,,,
2026-11-06,Fri,09,D,vertical or teardown,09D,briefs/2026-11-06-automotive.md,output/automotive.md,Automotive marketing in China,automotive marketing china,Industry page,not_started,,,,,,
2026-11-09,Mon,10,A,the money question,10A,briefs/2026-11-09-best-xiaohongshu-marketing-agencies.md,output/best-xiaohongshu-marketing-agencies.md,Best Xiaohongshu marketing agencies in 2026,best xiaohongshu agencies,Listicle,not_started,,,,,,
2026-11-10,Tue,10,B,platform depth,10B,briefs/2026-11-10-bilibili-marketing-foreign-brands.md,output/bilibili-marketing-foreign-brands.md,Bilibili for foreign brands: who it reaches and what it costs,bilibili marketing,Cluster guide,not_started,,,,,,
2026-11-12,Thu,10,C,audience piece,10C,briefs/2026-11-12-switching-china-agency-checklist.md,output/switching-china-agency-checklist.md,Switching China agencies: the handover checklist,change china marketing agency,Audience,not_started,,,,,,
2026-11-13,Fri,10,D,vertical or teardown,10D,briefs/2026-11-13-double-11-2026-results.md,output/double-11-2026-results.md,Double 11 2026: what worked on social and what did not,double 11 2026 results,Timely,not_started,,,,,,
2026-11-16,Mon,11,A,the money question,11A,briefs/2026-11-16-best-wechat-marketing-agencies.md,output/best-wechat-marketing-agencies.md,Best WeChat marketing agencies in 2026,best wechat agencies,Listicle,not_started,,,,,,
2026-11-17,Tue,11,B,platform depth,11B,briefs/2026-11-17-china-generative-engine-optimization.md,output/china-generative-engine-optimization.md,"GEO in China: how brands get cited by DeepSeek, Doubao, Qwen and Baidu AI",china generative engine optimization,Pillar,not_started,,,,,,
2026-11-19,Thu,11,C,audience piece,11C,briefs/2026-11-19-baidu-seo-vs-social-media.md,output/baidu-seo-vs-social-media.md,Do you need Baidu SEO if you are already doing social?,baidu seo vs social media,Audience,not_started,,,,,,
2026-11-20,Fri,11,D,vertical or teardown,11D,briefs/2026-11-20-health-supplements.md,output/health-supplements.md,Health and supplements marketing in China,health supplement marketing china,Industry page,not_started,,,,,,
2026-11-23,Mon,12,A,the money question,12A,briefs/2026-11-23-in-house-vs-agency-china.md,output/in-house-vs-agency-china.md,In-house or agency for China social: the real cost comparison,in house vs agency china,Cost page,not_started,,,,,,
2026-11-24,Tue,12,B,platform depth,12B,briefs/2026-11-24-private-domain-traffic-returns.md,output/private-domain-traffic-returns.md,Private domain traffic: what WeCom groups actually return,private domain traffic china,Cluster guide,not_started,,,,,,
2026-11-26,Thu,12,C,audience piece,12C,briefs/2026-11-26-china-social-media-report-padding.md,output/china-social-media-report-padding.md,How to read a China social media report and spot the padding,china social media reporting metrics,Audience,not_started,,,,,,
2026-11-27,Fri,12,D,vertical or teardown,12D,briefs/2026-11-27-luxury.md,output/luxury.md,Luxury marketing in China,luxury marketing agency china,Industry page,not_started,,,,,,
2026-11-30,Mon,13,A,the money question,13A,briefs/2026-11-30-china-social-media-budget-calculator.md,output/china-social-media-budget-calculator.md,China social media budget calculator,china marketing budget calculator,Tool,not_started,,,,,,
2026-12-01,Tue,13,B,platform depth,13B,briefs/2026-12-01-china-social-commerce-compared.md,output/china-social-commerce-compared.md,"Social commerce compared: Xiaohongshu, Douyin and WeChat stores",china social commerce,Cluster guide,not_started,,,,,,
2026-12-03,Thu,13,C,audience piece,13C,briefs/2026-12-03-china-social-media-starter-checklist.md,output/china-social-media-starter-checklist.md,The China social media starter checklist,china social media checklist,Lead magnet,not_started,,,,,,
2026-12-04,Fri,13,D,vertical or teardown,13D,briefs/2026-12-04-china-social-media-benchmarks-2026.md,output/china-social-media-benchmarks-2026.md,China social media benchmarks 2026: engagement by platform and sector,china engagement rate benchmark,Original data,not_started,,,,,,
